Name,City,State,Enrollment,Type,Region,Adm_Rate,ACT_median,Cost,Net_Tuition,Avg_Fac_Salary,PercentFemale,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,FourYearComp_Males,FourYearComp_Females,Debt_median,Salary10yr_median
Cleveland Institute of Art,Cleveland,OH,658,Private,Great Lakes,0.7346,22,55965,21619,52785,0.655737705,0.849300003,0.103400002,0.0372,0.0167,0.592592593,0.607142857,26953,36600
Cleveland State University,Cleveland,OH,11603,Public,Great Lakes,0.8834,22,22415,10167,85932,0.589336719,0.724400024,0.225799999,0.034000001,0.0159,0.403225806,0.419665484,15728,41300
Coastal Carolina University,Conway,SC,9474,Public,South East,0.6955,22,24599,13122,67788,0.534655372,0.796800003,0.161000004,0.0297,0.0152,0.388083736,0.474844935,15415,38500
Coe College,Cedar Rapids,IA,1369,Private,Plains,0.6693,25,55101,12726,60084,0.574780059,0.916100006,0.0348,0.035799999,0.0151,0.576470588,0.630208333,22625,46200
Cogswell College,San Jose,CA,589,Private,Far West,0.5787,NA,35351,22207,66636,0.342465753,0.659300003,0.0327,0.176700001,0.173099995,0.201438849,0.46875,20026,49800
Coker University,Hartsville,SC,1017,Private,South East,0.6255,20,39513,12295,52524,0.56846473,0.615800018,0.354799995,0.021099999,0.0074,0.440944882,0.40776699,16000,32800
Colby-Sawyer College,New London,NH,851,Private,New England,0.8963,NA,57350,10624,64764,0.719298246,0.946500015,0.014400001,0.0199,0.0165,0.59223301,0.57183908,23500,43600
Colby College,Waterville,ME,2000,Private,New England,0.1306,32,68582,31197,106929,0.567975831,0.881999969,0.040500002,0.0475,0.033299999,NA,NA,16750,58100
Colgate University,Hamilton,NY,2934,Private,Mid East,0.2493,33,69860,33704,106254,0.576496674,0.808099976,0.082600002,0.087299995,0.045599999,0.818181818,0.898089172,15000,63600
College for Creative Studies,Detroit,MI,1357,Private,Great Lakes,0.4216,24,56469,25978,92637,0.565743945,0.811699982,0.126099997,0.048600001,0.026199999,0.463276836,0.518518519,18635,44100
College of Charleston,Charleston,SC,9622,Public,South East,0.7926,25,28911,14090,76662,0.657823498,0.753799973,0.201900005,0.028,0.0178,0.512461059,0.62598082,15750,40700
College of Mount Saint Vincent,Bronx,NY,1630,Private,Mid East,0.7782,21,46411,14028,77616,0.711962834,0.559599991,0.195900002,0.281700001,0.055500002,0.420118343,0.49862259,24750,54400
College of Our Lady of the Elms,Chicopee,MA,1127,Private,New England,0.6747,21,47180,13769,60039,0.772315653,0.848899994,0.056300001,0.103699999,0.014400001,0.62745098,0.71331058,24500,46200
College of Saint Benedict,Saint Joseph,MN,1782,Private,Plains,0.8338,25,57350,18703,76608,NA,0.928000031,0.0197,0.026500001,0.0202,NA,NA,24488,52600
College of Saint Elizabeth,Morristown,NJ,751,Private,Mid East,0.7255,NA,50386,17652,63864,0.790243902,0.680899963,0.182999992,0.138599997,0.051599998,NA,NA,13000,43400
College of Saint Mary,Omaha,NE,810,Private,Plains,0.521,NA,29742,13516,59490,NA,0.870199966,0.069099998,0.051599998,0.015,NA,NA,22250,41200
College of Staten Island CUNY,Staten Island,NY,11815,Public,Mid East,NA,NA,14857,3798,99207,0.563955708,0.672600021,0.1475,0.154499998,0.078800001,0.172307692,0.264918033,8500,41500
College of the Holy Cross,Worcester,MA,2913,Private,New England,0.3801,NA,66111,30557,101880,0.526439483,0.859100037,0.051900001,0.0696,0.036400001,0.898734177,0.901639344,26500,71000
College of the Ozarks,Point Lookout,MO,1548,Private,Plains,0.1152,24,29476,2432,65718,0.581730769,0.932399979,0.0253,0.029000001,0.0053,0.669491525,0.628140704,NA,32500
Colorado Christian University,Lakewood,CO,4936,Private,Rocky Mountains,NA,NA,43486,12657,58842,0.727591387,0.856299973,0.034000001,0.122600002,0.023199999,0.211538462,0.20661157,13000,39300
Colorado College,Colorado Springs,CO,2098,Private,Rocky Mountains,0.15,NA,68532,36561,104373,0.62006079,0.823000031,0.046399999,0.131700001,0.036500001,0.811594203,0.81981982,14227,45400
Colorado Mesa University,Grand Junction,CO,8384,Public,Rocky Mountains,0.8072,21,21181,8494,61488,0.529213753,0.893700027,0.012,0.114799995,0.0135,0.249366019,0.283803863,11768,36800
Colorado School of Mines,Golden,CO,4906,Public,Rocky Mountains,0.4919,31,33038,21358,108585,0.283748925,0.864499969,0.028699999,0.121499996,0.023299999,0.724137931,0.76,21500,84900
Colorado State University-Fort Collins,Fort Collins,CO,24210,Public,Rocky Mountains,0.8387,26,26861,15368,90351,0.549675487,0.870299988,0.025899999,0.111099997,0.0246,0.568393782,0.609320557,15000,47100
Colorado State University-Global Campus,Aurora,CO,7671,Public,Rocky Mountains,NA,NA,NA,10400,48123,0.617162307,NA,NA,NA,NA,0.557404326,0.514563107,14451,NA
Colorado State University-Pueblo,Pueblo,CO,3630,Public,Rocky Mountains,0.952,21,20870,5757,61983,0.529977117,0.803799973,0.039300001,0.255699997,0.0163,0.309294872,0.36452514,12500,37500
Colorado Technical University-Colorado Springs,Colorado Springs,CO,22243,Private,Rocky Mountains,NA,NA,21248,13826,64098,0.650004067,0.758799973,0.133000002,0.104300003,0.026300001,0.204162276,0.216643502,10500,42200
Columbia College,Columbia,MO,10767,Private,Plains,NA,NA,34567,8756,70668,0.623674218,0.805800018,0.120900002,0.058400002,0.020599999,0.203976143,0.213250518,15000,38300
Columbia College,Columbia,SC,1159,Private,South East,0.959,NA,31930,10898,54324,0.725317693,0.617400017,0.341699982,0.0252,0.014,0.638888889,0.493710692,15000,34600
Columbia College Chicago,Chicago,IL,6496,Private,Great Lakes,0.8675,NA,42413,21504,76302,0.611514662,0.717099991,0.168099995,0.115100002,0.038,0.44741533,0.504874652,19500,34400
Columbia College Hollywood,Tarzana,CA,540,Private,Far West,NA,NA,40386,20553,52497,0.450450451,0.701399994,0.092399998,0.203099995,0.061700001,0.697368421,0.634615385,9500,31400
Columbia International University,Columbia,SC,526,Private,South East,0.3339,20,34627,11086,42588,0.552845529,0.768700027,0.186100006,0.030999999,0.017,0.641509434,0.642857143,15000,29900
Columbia Southern University,Orange Beach,AL,15159,Private,South East,NA,NA,13937,6515,41616,0.519648829,NA,NA,NA,NA,0.465369204,0.410240964,12500,NA
Columbia University in the City of New York,New York,NY,8216,Private,Mid East,0.0591,34,74435,38622,168867,0.447272727,0.700899963,0.123100004,0.144200001,0.076300001,0.753794266,0.794657763,19500,83300
Columbus College of Art and Design,Columbus,OH,1031,Private,Great Lakes,0.8849,NA,47127,20808,58464,0.7,0.854400024,0.0996,0.025999999,0.0187,0.607476636,0.558375635,21750,32200
Columbus State University,Columbus,GA,6266,Public,South East,0.5639,21,18666,6571,60993,0.631778058,0.602200012,0.3475,0.038299999,0.0153,0.231724138,0.329525483,16919,35900
Concord University,Athens,WV,1644,Public,South East,0.8898,21,16246,3371,55872,0.585769981,0.918499985,0.060599999,0.0108,0.0063,0.28125,0.335,11000,32300
Concordia College-New York,Bronxville,NY,1202,Private,Mid East,0.8133,22,39758,27360,61911,0.694063927,0.693799973,0.1625,0.148699999,0.045500002,0.293333333,0.454545455,20500,48000
Concordia College at Moorhead,Moorhead,MN,2009,Private,Plains,0.613,24,49256,17759,67446,0.581032413,0.939499969,0.0109,0.023800001,0.0124,0.707207207,0.714285714,23000,44500
Concordia University-Ann Arbor,Ann Arbor,MI,927,Private,Great Lakes,0.4885,21,42563,14927,46917,0.642100415,0.855,0.0879,0.031600001,0.0229,0.376,0.421245421,19500,39100
Concordia University-Chicago,River Forest,IL,1463,Private,Great Lakes,0.76,23,40076,14756,36342,0.572390572,0.716200027,0.163400002,0.141899996,0.030599999,0.398989899,0.532307692,15750,39700
Concordia University-Irvine,Irvine,CA,1784,Private,Far West,0.6178,24,49474,15656,64935,0.672707889,0.700800018,0.039400001,0.238700008,0.096700001,0.440414508,0.586842105,19096,46400
Concordia University-Nebraska,Seward,NE,1268,Private,Plains,0.6791,23,42428,10836,43245,0.488448845,0.893799973,0.036500001,0.073600001,0.0158,0.5,0.625,18750,40100
Concordia University-Portland,Portland,OR,1468,Private,Far West,0.6031,21,41130,14476,56493,0.705722071,0.816800003,0.036400001,0.086599998,0.048699999,0.47972973,0.498644986,12000,43300
Concordia University-Saint Paul,Saint Paul,MN,2760,Private,Plains,0.9689,NA,31797,12369,42948,0.607252612,0.855,0.057199998,0.0397,0.041700001,0.482352941,0.544412607,14000,49200
Concordia University-Wisconsin,Mequon,WI,3272,Private,Great Lakes,0.6473,23,43099,15225,56457,0.642100415,0.8275,0.115600004,0.040100002,0.0186,0.376,0.421245421,19500,42800
Concordia University Texas,Austin,TX,1716,Private,South West,0.9063,21,44046,15390,63828,0.648423006,0.753300018,0.081199999,0.246599998,0.030599999,0.345945946,0.376854599,14251,44500
Connecticut College,New London,CT,1798,Private,New England,0.3776,31,69379,29719,89541,0.667342799,0.820199966,0.075,0.089700003,0.0397,0.829545455,0.848101266,19500,54900
Converse College,Spartanburg,SC,893,Private,South East,0.5852,23,32127,8785,56745,NA,0.760899963,0.198500004,0.0298,0.0145,NA,NA,17375,33900
Cooper Union for the Advancement of Science and Art,New York,NY,845,Private,Mid East,0.1602,33,62013,11887,113409,0.314136126,0.686100006,0.124700003,0.165300007,0.091499996,NA,NA,13000,64900
Coppin State University,Baltimore,MD,2326,Public,Mid East,0.3821,18,17464,2004,68661,0.774945375,0.344199982,0.595400009,0.035699999,0.023199999,0.255905512,0.314338235,17000,38100
Corban University,Salem,OR,970,Private,Far West,0.9091,23,43905,11424,58680,0.624535316,0.864700012,0.0133,0.088199997,0.0276,0.51754386,0.615384615,18575,37600
Cornell College,Mount Vernon,IA,1022,Private,Plains,0.6102,27,55817,16457,68832,0.46741573,0.885599976,0.045599999,0.059499998,0.020899999,0.67768595,0.731034483,22130,43000
Cornell University,Ithaca,NY,15105,Private,Mid East,0.1061,33,70301,29653,136404,0.533558075,0.793199997,0.080900002,0.095799999,0.0621,0.886549708,0.913631634,13000,77200
Cornerstone University,Grand Rapids,MI,1561,Private,Great Lakes,0.7339,23,39507,11713,53586,0.652642934,0.776500015,0.167000008,0.0421,0.0149,NA,NA,19654,35400
Cornish College of the Arts,Seattle,WA,623,Private,Far West,0.7746,NA,56257,26035,58563,0.642276423,0.806900024,0.041100001,0.076799998,0.067600002,0.544303797,0.612068966,20000,29100
Covenant College,Lookout Mountain,GA,971,Private,South East,0.9717,27,45626,14193,65097,0.486153846,0.837799988,0.1046,0.051500001,0.0176,0.464285714,0.664556962,18822,41200
Cox College,Springfield,MO,698,Private,Plains,1,NA,27170,15403,63216,0.854545455,0.945500031,0.015599999,0.020599999,0.0087,0.628571429,0.587443946,18375,42100
Creighton University,Omaha,NE,4405,Private,Plains,0.7144,27,52931,27034,86805,0.610714286,0.847600021,0.045900002,0.052399998,0.044400001,0.72147651,0.76446281,19500,59700
Crown College,Saint Bonifacius,MN,844,Private,Plains,0.5507,21,38950,12245,44937,0.521472393,0.912600021,0.030599999,0.031900001,0.020799999,0.265060241,0.350515464,18500,35100
Culver-Stockton College,Canton,MO,975,Private,Plains,0.464,21,38546,10679,52452,0.523489933,0.895500031,0.053600001,0.045900002,0.013099999,0.404761905,0.580645161,15000,36600
Cumberland University,Lebanon,TN,1785,Private,South East,0.6166,21,35611,7605,50787,0.579415502,0.859000015,0.096000004,0.038199999,0.0117,0.443820225,0.63559322,14000,38700
CUNY Bernard M Baruch College,New York,NY,14629,Public,Mid East,0.3929,NA,14046,6734,119655,0.514732303,0.497700005,0.178799992,0.257299995,0.143000002,0.521965748,0.576489533,9500,57200
CUNY Brooklyn College,Brooklyn,NY,13954,Public,Mid East,0.4426,NA,13991,3966,103095,0.588327581,0.468400002,0.315799999,0.168299999,0.090900002,0.398124467,0.480450237,9176,43900
CUNY City College,New York,NY,12503,Public,Mid East,0.4827,NA,14430,4047,112221,0.537749288,0.379700012,0.294099998,0.345800018,0.0825,0.392173913,0.474898236,9500,46300
CUNY Graduate School and University Center,New York,NY,2105,Public,Mid East,NA,NA,NA,7583,139482,0.77294686,0.534700012,0.242199993,0.209300003,0.079200001,0.488372093,0.302469136,8914,56600
CUNY Hunter College,New York,NY,16205,Public,Mid East,0.3642,NA,13998,5549,108036,0.671951618,0.507799988,0.201200008,0.256700001,0.111499996,0.349586017,0.459645669,9600,47200
CUNY John Jay College of Criminal Justice,New York,NY,12852,Public,Mid East,0.4058,NA,14177,3804,100638,0.609853068,0.421599998,0.283099995,0.313600006,0.077600002,0.403007519,0.474358974,8560,44900
CUNY Lehman College,Bronx,NY,11559,Public,Mid East,0.3967,NA,14359,3823,95976,0.71029969,0.306399994,0.349399986,0.451699982,0.039300001,0.41554559,0.465517241,8315,43100
CUNY Medgar Evers College,Brooklyn,NY,5919,Public,Mid East,NA,NA,15182,1845,95454,0.717970283,0.170200005,0.6675,0.177999992,0.029000001,0.10701107,0.15200563,5841,35900
CUNY Queens College,Queens,NY,15645,Public,Mid East,0.4765,NA,14281,4757,100530,0.567189953,0.505,0.156300001,0.235499992,0.170200005,0.363562092,0.499692308,9000,48200
CUNY York College,Jamaica,NY,7126,Public,Mid East,0.5276,NA,14204,3108,95697,0.692650997,0.258199997,0.467700005,0.230499992,0.0871,0.237209302,0.3230532,7378,40800
Curry College,Milton,MA,2342,Private,New England,0.9271,20,54643,19414,90045,0.613537118,0.848099976,0.071100001,0.046799998,0.031300001,0.425373134,0.591011236,18871,45900
D'Youville College,Buffalo,NY,1620,Private,Mid East,0.996,19,37752,20191,62757,0.752314815,0.776100006,0.159700003,0.051500001,0.0161,0.536764706,0.564920273,21500,46400
Daemen College,Amherst,NY,1712,Private,Mid East,0.5392,NA,39367,14500,60381,0.726229508,0.820800018,0.127299995,0.039200001,0.014400001,0.401129944,0.492693111,15000,42800
Dakota State University,Madison,SD,2051,Public,Plains,0.8324,23,21091,7485,71154,0.382960413,0.933300018,0.0111,0.0254,0.0082,0.291784703,0.320987654,13105,38700
Dakota Wesleyan University,Mitchell,SD,743,Private,Plains,0.7355,22,38272,11013,52848,0.575203252,0.883099976,0.026199999,0.043200002,0.0076,0.525179856,0.584507042,18546,37200
Dallas Baptist University,Dallas,TX,2931,Private,South West,0.8807,22,39278,18579,74277,0.610486891,0.719300003,0.143000002,0.171100006,0.033199999,0.453453453,0.508264463,16000,43200
Dalton State College,Dalton,GA,4715,Public,South East,NA,NA,11875,2448,50598,0.598533456,0.883499985,0.033599999,0.109099998,0.0065,0.172962227,0.216251638,7500,32300
Dartmouth College,Hanover,NH,4312,Private,New England,0.0874,33,71827,32303,137502,0.524058577,0.79,0.080600004,0.094799995,0.051900001,NA,NA,10342,75500
Davenport University,Grand Rapids,MI,4782,Private,Great Lakes,0.8933,NA,28270,18829,60732,0.562619808,0.725100021,0.213500004,0.046799998,0.0141,0.243157895,0.24920534,16500,30700
Davidson College,Davidson,NC,1839,Private,South East,0.195,31,66678,21158,103923,0.461318052,0.774400024,0.142399998,0.0702,0.034100001,NA,NA,16947,58900
Davis & Elkins College,Elkins,WV,756,Private,South East,0.3695,19,40551,9829,51120,0.694989107,0.940899963,0.034200001,0.0141,0.0085,0.348314607,0.341935484,14000,37400
Dean College,Franklin,MA,1275,Private,New England,0.8286,20,55778,18069,58383,0.404205608,0.854599991,0.075500002,0.046999998,0.0249,0.27755102,0.442708333,12000,33500
Defiance College,Defiance,OH,520,Private,Great Lakes,0.524,20,45340,15894,53271,0.428571429,0.916500015,0.041500001,0.0454,0.0071,0.248275862,0.489361702,18875,41000
Delaware State University,Dover,DE,3835,Public,Mid East,0.4917,20,22627,7292,74448,0.665422305,0.506500015,0.399199982,0.080100002,0.028,0.289079229,0.399477807,19000,35800
Delaware Valley University,Doylestown,PA,1884,Private,Mid East,0.6566,23,53667,17309,75393,0.535553555,0.883499985,0.061799998,0.0377,0.0254,0.357466063,0.581939799,18233,42100
Delta State University,Cleveland,MS,2269,Public,South East,0.8519,21,19306,4787,58410,0.604562738,0.451599998,0.527799988,0.016,0.0064,0.127090301,0.127348643,14250,33700
Denison University,Granville,OH,2368,Private,Great Lakes,0.3391,30,64935,18193,83178,0.577531646,0.83,0.101800003,0.0404,0.031900001,0.775362319,0.871794872,21000,48800
Denver College of Nursing,Denver,CO,845,Private,Rocky Mountains,NA,NA,NA,19289,52875,0.856899489,NA,NA,NA,NA,NA,NA,27159,NA
DePaul University,Chicago,IL,14280,Private,Great Lakes,0.6753,NA,54439,23261,98244,0.550042337,0.724300003,0.130200005,0.141099997,0.054400001,0.646588814,0.645693657,20000,53300
DePauw University,Greencastle,IN,2141,Private,Great Lakes,0.626,26,62567,17704,86931,0.502446982,0.850999985,0.082600002,0.0521,0.024000001,0.708333333,0.871165644,23000,54000
DeSales University,Center Valley,PA,2449,Private,Mid East,0.7853,25,50498,16062,70587,0.657142857,0.888899994,0.046399999,0.0579,0.0221,0.640776699,0.568584071,19165,49700
DeVry College of New York,New York,NY,963,Private,Mid East,0.9157,NA,34504,20996,78264,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-California,Ontario,CA,1965,Private,Far West,0.9487,NA,32232,21547,71424,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-Florida,Miramar,FL,580,Private,South East,0.9524,NA,31391,19985,71892,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-Georgia,Decatur,GA,838,Private,South East,0.9459,NA,31704,20739,74214,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-Illinois,Chicago,IL,12743,Private,Great Lakes,0.945,NA,33830,9228,72684,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-Ohio,Columbus,OH,649,Private,Great Lakes,0.9286,NA,30386,26634,71532,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
DeVry University-Texas,Irving,TX,481,Private,South West,0.9375,NA,35692,29304,68328,0.605904902,NA,NA,NA,NA,0.167582643,0.164040859,15760,44100
Dewey University-Hato Rey,Hato Rey,PR,416,Private,Outlying Territories,NA,NA,9945,2712,28269,0.652753108,0.703099976,0.135699997,0.983600006,0.0033,0.432432432,0.442489001,3681,17400
Dickinson College,Carlisle,PA,2353,Private,Mid East,0.4914,NA,68979,27866,84042,0.571663921,0.816600037,0.0971,0.0652,0.0376,0.888888889,0.905405405,19000,57400
Dickinson State University,Dickinson,ND,1114,Public,Plains,0.6642,21,15506,6080,59139,0.585034014,0.912300034,0.011900001,0.0303,0.0076,0.291666667,0.444444444,11400,41700
DigiPen Institute of Technology,Redmond,WA,873,Private,Far West,0.5665,28,44088,24187,81270,0.258855586,0.818199997,0.0571,0.088400002,0.050500002,0.424731183,0.470588235,20750,80200
Dillard University,New Orleans,LA,1309,Private,South East,0.6071,NA,31436,12151,57195,0.732484076,0.379700012,0.518199997,0.096099997,0.031900001,0.261682243,0.417721519,19000,35400
Doane University,Crete,NE,1002,Private,Plains,0.6827,NA,46710,12588,61560,0.556331007,0.914000015,0.0255,0.053299999,0.0158,0.482889734,0.596551724,17916,44300
Doane University-Graduate and Professional Studies,Lincoln,NE,490,Private,Plains,NA,NA,NA,10087,52425,0.556331007,NA,NA,NA,NA,0.482889734,0.596551724,17916,44300
Dominican College of Blauvelt,Orangeburg,NY,1433,Private,Mid East,0.7677,21,40926,18100,76095,0.68558952,0.681699982,0.158900003,0.169799995,0.048499999,0.410447761,0.498461538,15625,46300
Dominican University,River Forest,IL,2098,Private,Great Lakes,0.6379,22,41118,17732,73845,0.697357886,0.725999985,0.121599998,0.186499996,0.0375,0.487804878,0.574074074,20834,47100
Dominican University of California,San Rafael,CA,1264,Private,Far West,0.8717,23,63875,24774,77958,0.729166667,0.657300034,0.061999998,0.189200001,0.128900003,0.558139535,0.690566038,27000,55600
Dordt University,Sioux Center,IA,1346,Private,Plains,0.7316,25,43391,14809,59400,0.482078853,0.922200012,0.02,0.056500001,0.0138,0.621301775,0.733766234,16432,41700
Drake University,Des Moines,IA,2952,Private,Plains,0.6766,27,53507,21160,85563,0.609756098,0.9025,0.037,0.040700002,0.025,0.664179104,0.713917526,19197,58300
Drew University,Madison,NJ,1530,Private,Mid East,0.6922,NA,65900,15953,81315,0.621621622,0.817799988,0.076700001,0.091899996,0.048899999,0.454545455,0.629834254,19583,52700
Drexel University,Philadelphia,PA,15557,Private,Mid East,0.7694,28,66841,27607,99576,0.568042814,0.785299988,0.131499996,0.051199999,0.042199998,0.580368906,0.593730408,20750,68800
Drury University,Springfield,MO,1486,Private,Plains,0.6824,26,38330,11495,59661,0.603750756,0.931500015,0.0247,0.0225,0.0095,0.334106729,0.442645074,14250,32200
Drury University-College of Continuing Professional Studies,Springfield,MO,1419,Private,Plains,NA,NA,19707,9970,52146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duke University,Durham,NC,6596,Private,South East,0.0891,34,72466,30002,145530,0.546550569,0.763700027,0.135799999,0.086199999,0.0452,0.934911243,0.956236324,10500,84400
Duquesne University,Pittsburgh,PA,6008,Private,Mid East,0.7185,27,51678,22779,84384,0.642581144,0.9025,0.065599999,0.0172,0.0146,0.672325976,0.776299879,24247,58500
Earlham College,Richmond,IN,1025,Private,Great Lakes,0.6522,29,58618,11586,57879,0.575268817,0.824899979,0.100500002,0.051799998,0.028900001,0.422680412,0.641025641,19000,35000
East Carolina University,Greenville,NC,22330,Public,South East,0.822,23,21950,7523,77661,0.593396951,0.703099976,0.239300003,0.0425,0.0151,0.52825699,0.61162192,18250,40500
East Central University,Ada,OK,2725,Public,South West,0.8264,21,15942,5914,51876,0.587574356,0.768600006,0.041300001,0.0375,0.0058,0.310991957,0.411276949,11547,36800
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,5599,Public,Mid East,0.8156,22,21851,8383,85797,0.571840739,0.899199982,0.0477,0.046999998,0.0202,0.404092072,0.498429319,15000,44600
East Tennessee State University,Johnson City,TN,10760,Public,South East,0.8713,24,19897,8802,65736,0.583421666,0.931600037,0.042600002,0.0154,0.0069,0.364280094,0.464091732,14025,35100
East Texas Baptist University,Marshall,TX,1401,Private,South West,0.5449,21,37577,12240,62523,0.471980075,0.745400009,0.165599995,0.114700003,0.0155,0.192982456,0.35046729,11660,40500
Eastern Connecticut State University,Willimantic,CT,4674,Public,New England,0.6573,NA,25926,6827,76923,0.581178466,0.871100006,0.055599999,0.064099998,0.020999999,0.529307282,0.556756757,17750,46400
Eastern Illinois University,Charleston,IL,4631,Public,Great Lakes,0.5531,20,23259,4340,75411,0.606564019,0.856299973,0.0854,0.048899999,0.023499999,0.505535055,0.550854353,18500,42200
Eastern Kentucky University,Richmond,KY,12246,Public,South East,0.8729,23,22396,6856,64098,0.581434729,0.924700012,0.049899998,0.014400001,0.0075,0.372432074,0.469860065,15000,36100
Eastern Mennonite University,Harrisonburg,VA,1030,Private,South East,0.592,26,47688,16768,53703,0.635714286,0.884100037,0.065599999,0.046700001,0.0151,0.478723404,0.578199052,15761,40300
Eastern Michigan University,Ypsilanti,MI,15325,Public,Great Lakes,0.757,19,23662,10638,87696,0.610537751,0.765999985,0.173999996,0.026900001,0.026099999,0.349189754,0.400220913,19253,39300
Eastern Nazarene College,Quincy,MA,658,Private,New England,0.6368,20,43845,9620,51156,0.564383562,0.813000031,0.089700003,0.060999999,0.033800001,0.411111111,0.389513109,19000,42300
Eastern New Mexico University-Main Campus,Portales,NM,3347,Public,South West,0.6038,20,17330,4462,62631,0.582059533,0.726200027,0.031400001,0.354099998,0.0088,0.223593964,0.274694262,10204,29500
Eastern Oregon University,La Grande,OR,2587,Public,Far West,0.9813,21,21270,7197,65259,0.597393193,0.877300034,0.0162,0.079899998,0.0179,0.286821705,0.282991202,14527,41200
Eastern University,Saint Davids,PA,1844,Private,Mid East,0.6843,21,46849,11737,57078,0.706827309,0.7725,0.156499996,0.0529,0.0276,0.474264706,0.468590832,19125,42500
Eastern Washington University,Cheney,WA,10379,Public,Far West,0.6342,20,19450,7217,79875,0.575044405,0.860800018,0.019400001,0.069099998,0.030699999,0.433774834,0.458224543,14893,43100
Eckerd College,Saint Petersburg,FL,1987,Private,South East,0.6766,26,59005,23475,71433,0.653164557,0.855400009,0.083400002,0.058600001,0.023299999,0.51497006,0.553398058,20036,42200
Edgewood College,Madison,WI,1435,Private,Great Lakes,0.7288,23,41916,19262,55800,0.75464191,0.924499969,0.0278,0.028099999,0.0192,0.5,0.647849462,20000,43300
Edinboro University of Pennsylvania,Edinboro,PA,3498,Public,Mid East,0.8,20,22092,8616,89163,0.571969697,0.916800003,0.056799998,0.0161,0.0079,0.311605723,0.416945373,18480,35400
Edward Waters College,Jacksonville,FL,968,Private,South East,0.5554,17,24933,5277,46440,0.463114754,0.476199989,0.447999992,0.108400002,0.0167,0.047008547,0.107142857,12000,25900
Elizabeth City State University,Elizabeth City,NC,1553,Public,South East,0.5929,19,14934,3124,67968,0.523076923,0.551399994,0.401800003,0.0352,0.0104,0.271565495,0.452261307,20500,30400
Elizabethtown College,Elizabethtown,PA,1602,Private,Mid East,0.7572,25,57983,20368,79677,0.635714286,0.906600037,0.046900001,0.033699999,0.0187,0.664921466,0.6875,25651,51300
Elmhurst College,Elmhurst,IL,2799,Private,Great Lakes,0.6736,23,46130,16568,71550,0.607428988,0.806399994,0.0729,0.119300003,0.051199999,0.557863501,0.694877506,16227,48300
Elmira College,Elmira,NY,787,Private,Mid East,0.8445,NA,54239,17637,50175,0.711155379,0.928099976,0.0325,0.0247,0.0148,0.592920354,0.661710037,25000,45900
Elon University,Elon,NC,6196,Private,South East,0.7214,28,49493,29073,83430,0.579948142,0.827799988,0.109700003,0.041599998,0.029100001,0.693140794,0.817010309,19500,51900
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,5925,Private,South East,0.655,NA,51728,29020,86976,0.181643441,0.787900009,0.0975,0.113299999,0.036400001,0.34556213,0.422121896,13750,66200
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,2712,Private,South West,0.6723,NA,51036,26166,84186,0.181643441,0.787900009,0.0975,0.113299999,0.036400001,0.34556213,0.422121896,13750,66200
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,10254,Private,South East,0.6343,NA,22944,11328,59445,0.181643441,0.787900009,0.0975,0.113299999,0.036400001,0.34556213,0.422121896,13750,66200
Emerson College,Boston,MA,3817,Private,New England,0.3564,29,65124,30703,91818,0.614307932,0.854000015,0.056199999,0.0679,0.039000001,0.753303965,0.740079365,20500,46600
Emmanuel College,Franklin Springs,GA,788,Private,South East,0.4197,19,30055,10579,44793,0.45194274,0.759100037,0.198799992,0.0324,0.0102,0.380952381,0.380530973,11821,33600
Emmanuel College,Boston,MA,1976,Private,New England,0.77,26,55739,16706,81441,0.756650246,0.864000015,0.053800001,0.057399998,0.029100001,0.557575758,0.674157303,23125,49700
Emory & Henry College,Emory,VA,964,Private,South East,0.6952,21,47025,15007,62442,0.487410072,0.890400009,0.076500001,0.020999999,0.0121,0.441860465,0.666666667,18846,40700
Emory University,Atlanta,GA,6975,Private,South East,0.1852,33,66950,27038,130374,0.660647902,0.748600006,0.158900003,0.0748,0.043899999,0.862068966,0.889256198,16250,66000
Emporia State University,Emporia,KS,3447,Public,Plains,0.8532,22,18358,7027,61515,0.627705628,0.885699997,0.036099999,0.073200002,0.0136,0.333333333,0.411870504,14000,37100
Endicott College,Beverly,MA,3033,Private,New England,0.8049,NA,49899,16618,78876,0.632200886,0.924199982,0.0249,0.031300001,0.020799999,0.726495726,0.707650273,23019,51100
Erskine College,Due West,SC,572,Private,South East,0.5824,21,51998,8741,43056,0.446194226,0.760199966,0.202000008,0.028099999,0.0113,0.444444444,0.614285714,12375,37400
